keywords,label,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08
Falcon 9,rocket,63,43,60,29,51,79,21,32,21,44,35,41,60,49,33,29,76,18,21,29,18,28,43,43,27,26,21,30,27,18,16,38,27,21,8,25,34,30,37,19,34,31,19,62,24,54,37,16,21,28,43,33,43,33,7,33,25,15,15,39,33,25,21,32,21,21,14,30,15,28,33,40,21,28,29,26,19,18,48,1
Falcon Heavy,rocket,4,25,22,4,18,18,12,1,4,3,14,17,30,84,16,4,10,28,3,3,10,27,0,11,5,8,14,45,16,24,6,16,17,5,4,1,8,8,4,5,4,1,3,18,9,3,2,3,4,8,4,14,3,3,12,8,14,9,2,10,5,5,6,6,7,4,10,1,1,4,9,1,13,12,5,11,15,3,15,0
Federal Aviation Administration,org,7,3,3,1,6,0,1,3,3,6,2,7,1,9,6,10,7,6,5,3,2,1,5,4,7,4,1,6,5,3,2,4,6,6,6,6,3,4,6,3,2,4,4,5,0,4,6,5,7,4,7,3,5,5,5,5,6,10,5,8,7,4,7,4,5,6,3,7,5,6,5,7,4,19,3,8,6,6,6,0
Federal Communications Commission,org,4,3,5,2,2,3,1,0,3,5,6,2,6,5,6,5,4,10,5,4,3,4,10,2,7,3,5,4,7,4,9,9,11,8,9,4,7,13,8,11,13,9,4,7,4,12,7,7,7,3,2,11,12,3,4,9,7,6,10,4,7,4,3,5,3,6,6,9,8,11,3,7,6,2,6,4,8,4,4,1
Firefly,com,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,1,16,0,6,2,1,2,6,1,0,4,0,12,0,0,25,3,1,9,0,2,11,3,0,0,5,0,0,0,3,8,15,0,3,11,0,0,19,20,0,12,11,6,9,13,0,0,15,9,24,11,23,1,1,0,3,7,12,3,23,2,2
Firefly Aerospace,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,3,0,2,1,5,4,3,3,0,3,1,6,0,0,4,4,3,5,3,2,1,1,0,1,4,2,0,2,3,7,3,5,6,2,2,2,6,3,0,5,1,2,2,2,0,1,3,3,5,5,7,3,1,1,4,7,4,2,6,3,1
Fla.,loc,1,0,1,0,0,0,0,0,0,0,2,0,1,2,3,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,2,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,10,8,8,11,4,5,3,2,5,6,6,7,8,1,13,8,3,7,5,9,9,7,9,15,7,8,7,4,9,3
Florida,loc,8,17,24,9,8,12,9,7,23,9,3,11,18,8,8,20,7,4,9,11,10,11,10,15,6,13,13,13,9,7,11,12,6,17,7,13,16,27,17,8,18,24,31,29,10,7,17,10,10,6,12,18,9,13,8,6,16,8,12,13,19,28,9,15,8,7,9,13,10,16,20,14,14,11,27,13,18,8,14,1
France,loc,1,7,4,7,5,5,2,1,7,4,1,2,10,4,10,6,3,2,8,3,7,5,6,7,6,6,6,7,5,4,5,3,13,7,6,1,4,4,11,3,2,1,10,1,1,1,6,2,3,1,2,3,7,2,1,9,4,1,17,6,7,4,5,9,14,14,4,1,10,9,18,9,9,2,2,6,4,2,8,0
French,loc,11,7,8,12,3,10,5,7,3,5,0,3,9,5,4,6,5,0,2,6,9,3,11,5,6,5,5,1,2,2,5,6,15,8,10,14,6,9,19,5,1,0,12,8,9,4,9,9,3,2,3,5,8,12,4,10,9,7,12,6,6,7,10,7,5,10,6,1,11,22,16,16,7,3,3,4,4,5,16,4
French Guiana,loc,12,2,13,15,12,11,1,5,4,3,2,1,5,4,3,2,1,1,12,2,4,4,4,3,6,8,4,1,2,1,2,1,0,0,8,2,5,2,15,2,5,1,5,2,2,6,4,9,2,0,3,0,1,2,4,4,6,5,7,8,5,13,10,6,0,4,5,1,2,7,2,4,8,0,2,2,0,4,2,0
GAO,org,0,11,1,7,6,0,0,14,2,8,0,5,2,0,11,6,7,1,11,1,0,0,0,0,0,3,12,6,27,20,0,9,2,7,35,14,3,1,2,9,6,4,0,1,0,0,1,3,1,0,5,13,27,17,25,36,17,6,3,7,2,4,4,4,10,18,1,1,6,1,0,6,1,0,0,12,3,11,0,0
GBSD,term,0,0,0,0,0,1,0,1,9,0,0,0,0,7,0,1,1,8,6,0,0,0,0,0,0,0,0,0,0,0,14,0,11,6,0,4,0,4,2,0,0,0,0,0,4,0,3,4,4,8,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,term,5,11,5,8,1,17,6,3,22,13,2,1,22,0,26,1,10,5,21,8,62,16,3,0,5,10,8,6,15,10,4,16,29,13,8,4,3,16,7,1,15,12,1,12,11,2,13,2,7,1,9,11,17,11,18,4,37,17,23,17,27,9,23,23,11,15,19,26,34,33,25,10,9,18,21,24,15,7,4,0
GHGSat,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,8,0,0,0,0,1,0,0,5,1,0,0,0,1,19,12,0,0,0,0,7,4,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,15,0,2,1,0,0,0,1,0,3,0,8
GNSS,term,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,5,0,0,1,4,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,27,8,18,0,1,1,0,1,0,4,9,0,11,0,0,0,0,0,0,0,0,0,0,1,0
GPS,term,11,11,19,12,15,7,11,1,14,18,8,32,21,23,7,47,11,9,28,18,27,18,7,32,24,5,46,8,7,8,9,5,3,17,8,6,12,25,19,40,40,24,27,3,13,21,31,7,10,26,7,12,25,20,9,111,28,19,7,8,15,11,38,43,8,10,9,28,15,7,5,4,21,20,10,21,15,10,0,0
GPS 3,term,0,4,11,2,3,3,2,3,3,0,5,9,0,12,3,22,1,0,0,6,18,0,0,25,9,3,17,0,4,2,0,0,1,0,0,1,0,12,5,1,0,3,0,1,5,2,5,0,0,1,0,0,2,7,0,8,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,7,6,2,1,0,0,0,0
Galactic Energy,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,1,0,3,0,2,7,0,0,1,0,3,1,2,2,7,9,3,4,4,3,4,0,0,4,11,1,4,4,10,10,4,1,3,6,4,0,4,3,0,0,6,3,3,0,2,0,2,8,0
Galileo,satellite,23,3,6,1,0,2,0,0,5,15,9,23,5,0,0,16,19,9,16,18,3,12,5,16,6,0,7,2,1,1,2,2,3,1,9,0,11,1,4,0,1,1,7,14,4,1,0,3,16,1,1,4,8,10,1,12,2,9,2,5,1,5,5,1,0,3,0,0,0,4,8,1,4,1,0,2,1,0,8,0
Gateway,term,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,8,0,14,0,5,15,10,10,25,5,2,11,21,13,12,15,37,13,8,11,1,5,1,18,13,12,13,0,1,2,11,5,5,6,2,0,9,3,0,10,0,0,1,0,0,4,2,2,0,1,1,0,3,1,1,10,2,1,2,4,4,2,0,4,0
General Atomics,com,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,2,0,4,0,3,4,0,0,0,0,1,2,1,0,0,0,0,0,2,0,3,0,0,0,16,1,4,1,0,0,13,0,4,3,4,4,1,1,0,0,0,6,8,4,0,2,2,0,12,0,2,2,0,3,0,0,2,4,5,0,0
German,loc,7,4,4,4,0,4,3,4,0,7,1,5,2,1,0,4,7,3,2,4,0,7,6,2,4,7,7,8,2,3,5,6,7,4,5,3,1,8,3,2,4,2,9,6,11,5,5,6,6,3,1,10,6,3,3,9,3,4,10,3,5,2,1,14,5,9,2,0,2,2,6,1,6,2,3,3,2,5,12,3
Germany,loc,8,5,6,4,3,2,5,4,1,31,1,6,1,2,5,4,14,1,5,1,5,10,4,3,6,3,7,5,5,6,1,6,6,8,10,5,3,1,6,6,3,2,7,5,9,3,14,2,3,3,1,3,5,4,2,10,4,9,20,2,0,3,4,9,4,6,10,5,11,5,19,2,5,5,1,3,6,3,4,0
Global Eagle,com,22,15,7,49,4,1,15,3,0,0,0,0,0,21,9,15,14,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Positioning System,term,2,1,2,2,0,1,1,0,2,2,0,1,0,2,1,2,0,1,1,3,1,1,0,3,1,0,2,1,3,1,1,0,0,1,1,0,2,4,3,7,3,4,7,2,0,1,0,0,1,4,0,2,5,1,1,4,4,1,1,1,3,0,2,0,0,1,0,1,0,1,1,2,1,1,2,3,1,0,0,0
Globalstar,com,22,0,0,0,3,0,0,9,0,6,0,0,2,0,24,35,0,3,1,6,11,3,0,7,5,0,2,1,0,3,3,0,0,1,8,23,0,0,5,2,0,0,0,0,0,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,2,18,3,2,15,8,1,2,9,9,15,10,8,14,1,4,1,0,10,1
Gogo,com,0,3,8,1,19,3,19,25,2,2,0,0,0,0,1,0,5,0,28,0,0,1,1,0,3,0,0,4,0,0,1,3,0,3,0,1,0,0,28,0,0,1,1,0,17,0,1,0,3,0,3,0,2,0,0,3,0,0,1,0,0,0,0,1,15,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0
Google,com,17,9,8,19,7,13,10,6,2,15,4,11,32,1,6,11,18,10,10,2,3,7,6,8,8,6,9,5,3,1,8,3,3,7,2,0,1,6,1,0,1,1,0,1,3,5,1,7,3,2,2,1,6,2,1,0,0,1,0,1,0,1,0,2,0,1,0,1,7,0,1,3,1,0,2,0,0,8,0,0
Government Accountability Office,org,1,3,1,1,3,1,0,6,2,2,1,4,3,3,6,2,3,1,1,4,1,0,0,0,0,3,1,3,4,8,0,3,1,2,2,1,0,1,3,1,2,3,0,1,0,0,3,4,1,1,2,2,11,7,7,11,3,8,2,2,1,1,3,1,4,3,2,3,5,2,0,3,1,0,0,4,5,6,0,0
Griffin,com,0,0,0,0,0,0,0,0,1,2,0,0,5,0,4,0,2,1,0,6,0,9,2,6,5,2,2,13,0,3,2,1,1,1,0,4,0,0,0,0,0,4,5,5,1,0,0,0,0,2,1,3,1,0,1,0,1,0,1,1,0,0,2,2,1,0,4,0,3,1,0,0,0,0,0,1,0,0,0,0
HASC,org,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,6,7,1,0,1,1,0,2,1,1,0,6,5,5,21,10,0,0,0,0,0,0,0,0,0,6,4,1,0,0,1,2,2,0,0,0,1,0,1,0,3,3,0,0,0,1,0,0,0,1,9,0,3,0,0,0,0,5,0,0,2,2,4,0,0
HLS,term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,7,11,6,6,14,6,5,9,1,14,11,14,14,16,23,11,8,6,13,3,1,1,3,1,6,0,0,2,1,2,1,2,1,2,0,0,3,0,0,0
Harris,com,2,1,0,1,0,13,0,14,2,7,3,1,2,0,0,6,3,1,0,11,0,10,1,8,17,0,0,7,0,10,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,7,2,0,0,0,6,4,0,0,4,4,0,0,4,0,0,0,0,0,1,0,0
Hawaii,loc,1,3,1,0,3,0,0,2,2,2,1,0,1,0,0,3,1,2,0,0,1,1,3,0,5,0,0,3,0,0,0,1,9,2,5,0,1,5,0,1,3,6,1,1,5,0,1,1,0,0,0,0,0,0,0,1,6,2,4,0,1,0,1,5,2,0,1,3,4,3,8,1,2,2,1,6,4,1,0,0
HawkEye 360,com,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,0,3,0,1,11,0,12,7,1,3,14,2,2,5,1,3,2,8,2,0,1,0,3,2,1,0,8,1,4,0,1,0,3,11,0,18,0,11,9,4,0,8,6,10,1,17,6,9,0,2,4,1,1,12,0
Hispasat,com,6,0,2,0,1,1,1,6,3,12,0,0,1,0,3,10,4,0,22,0,0,10,0,0,0,12,4,0,2,2,0,3,4,2,3,0,13,8,0,0,4,5,1,0,1,1,2,0,0,0,0,0,2,3,0,0,0,0,0,1,4,0,8,0,0,0,0,1,1,0,0,0,13,5,2,1,1,1,0,0
House,org,6,9,14,4,8,6,38,3,16,10,8,7,4,10,13,20,21,31,11,10,8,4,18,17,26,11,10,5,10,12,35,12,17,13,19,21,8,10,12,0,8,9,16,12,30,9,20,29,3,3,3,2,6,6,10,2,7,6,0,8,10,2,10,5,7,4,11,0,2,0,1,8,3,4,2,3,2,2,10,0
House Armed Services Committee,org,0,0,0,3,2,9,3,0,0,1,2,6,5,3,4,1,5,6,0,2,3,3,6,5,2,3,7,7,4,9,5,1,1,3,2,2,0,1,5,3,5,6,4,0,0,4,4,8,3,1,4,0,1,3,1,4,1,0,0,1,1,0,0,1,1,5,1,2,1,1,0,0,2,0,0,1,5,3,2,0
House Science Committee,org,5,4,5,1,2,8,3,2,2,1,5,1,1,1,4,6,3,5,6,1,0,1,6,3,1,0,3,6,3,5,4,0,1,2,0,1,7,6,3,1,3,1,1,1,1,2,3,1,0,2,2,4,4,5,1,0,4,3,0,0,2,0,0,2,4,2,2,0,2,0,0,2,2,6,0,2,0,1,5,0
House and Senate,org,2,1,0,1,4,1,1,0,1,1,2,1,0,1,3,0,3,4,3,1,3,2,1,2,3,1,0,1,4,2,4,4,7,2,2,3,0,3,2,0,0,2,2,1,3,0,1,6,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,2,2,1,0,0,1,0,0,1,0,1,0,1,0,0,5,0
Houston,loc,1,4,1,1,2,1,2,10,6,3,0,0,3,0,0,1,2,0,0,2,1,4,2,2,1,1,0,1,0,1,3,0,1,0,4,3,0,2,4,0,1,0,1,0,0,0,0,1,0,2,1,1,1,0,2,1,0,0,0,0,2,2,2,15,1,1,1,1,4,2,0,1,0,0,0,0,1,0,4,0
How,term,2,2,1,1,0,4,0,3,1,3,2,1,0,2,1,4,1,0,1,2,1,4,1,2,2,2,2,4,1,1,1,0,0,4,2,0,1,1,6,2,0,2,1,0,2,0,3,0,0,0,3,1,0,1,0,2,3,1,0,1,1,4,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,2,0,0
Hubble,satellite,1,1,0,5,1,2,1,0,1,0,0,0,2,5,1,0,1,1,0,0,0,29,0,2,21,0,0,0,0,1,1,0,1,0,0,0,8,1,0,0,6,0,0,0,0,0,0,0,0,0,15,2,1,8,16,1,0,0,7,0,0,0,0,0,0,1,3,0,6,0,0,8,0,1,0,0,9,0,0,0
Hughes,com,0,5,5,0,2,2,1,4,2,0,11,0,2,4,3,3,4,2,3,3,9,16,0,5,0,10,2,4,16,1,2,2,4,4,3,1,2,5,4,1,3,5,6,9,1,5,11,2,3,1,0,1,7,0,0,0,0,0,1,1,3,1,2,1,0,3,1,0,0,0,1,1,0,0,0,0,1,2,2,0
Hughes Network Systems,com,1,1,2,3,0,0,0,1,1,1,3,0,1,0,3,0,1,1,2,1,3,2,0,1,0,1,2,0,4,1,1,3,4,2,1,3,2,0,1,0,1,1,3,1,0,3,3,4,3,1,1,3,3,3,2,2,4,0,2,0,3,2,3,1,4,1,2,2,0,0,2,2,0,0,0,0,0,1,0,0
Human Landing System,term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,1,5,4,4,4,6,5,8,4,4,7,3,5,5,7,9,3,8,8,3,1,5,1,2,1,5,0,0,2,2,0,0,3,1,1,1,4,1,2,1,0,0,0
IAC,org,0,0,0,0,0,0,4,0,2,23,0,0,0,0,1,0,0,0,0,0,4,16,0,2,0,0,0,0,0,0,0,0,0,15,4,3,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,3,2,1,1,1,0,1,0,0,0,0,0
IAI,org,0,0,0,0,0,0,2,2,10,0,0,0,0,0,15,2,2,0,0,0,19,0,4,5,6,2,7,10,0,0,11,0,0,0,3,0,11,9,0,0,9,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0
ILS,com,0,4,8,0,1,2,1,2,7,17,0,10,0,0,5,10,0,3,2,19,1,0,0,0,0,0,0,9,3,0,2,0,3,9,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ISRO,org,15,7,2,7,5,24,6,6,0,1,0,1,4,0,0,2,2,0,2,4,4,0,1,7,5,3,4,6,0,0,5,1,17,0,4,6,13,5,2,0,3,0,0,5,1,3,18,2,5,8,3,1,25,0,0,7,3,4,0,11,9,5,0,8,5,4,2,9,6,6,5,0,2,23,0,0,0,4,23,0
ISS,org,28,63,22,55,10,19,22,34,11,36,17,10,41,71,5,37,51,40,58,19,31,62,27,33,5,20,16,17,23,38,13,30,10,44,32,24,20,17,23,14,28,34,7,22,43,24,14,14,15,17,38,31,32,38,17,44,24,38,32,38,24,44,44,95,35,43,68,75,18,52,26,23,20,35,39,16,31,16,58,3
ITU,org,1,0,0,0,0,0,0,2,1,8,1,0,0,0,5,0,1,1,3,0,0,3,0,0,0,0,0,3,22,2,1,0,3,10,11,3,0,0,4,3,4,0,0,0,0,0,2,1,1,1,0,1,1,2,1,8,0,1,1,8,3,0,1,1,2,0,3,13,6,1,8,1,0,3,2,0,0,4,5,1
Iceye,com,0,0,1,0,0,0,0,15,0,1,8,2,5,2,0,5,1,1,0,1,0,0,0,0,0,12,13,0,8,27,0,16,18,16,9,0,8,9,20,0,9,1,0,0,25,17,2,15,13,15,0,9,10,27,1,0,4,14,9,11,2,17,4,2,3,0,1,14,7,2,0,0,0,1,0,1,10,2,0,0
InSight,satellite,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,14,1,0,1,1,3,35,1,0,4,1,0,4,2,0,5,0,2,0,1,0,1,0,5,3,0,0,0,0,0,0,0,8,9,0,0,3,5,0,1,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0
India,loc,14,12,11,3,14,17,6,15,1,4,2,4,3,4,5,11,4,2,6,9,26,9,4,14,6,0,20,53,29,9,11,26,9,5,5,6,7,13,10,1,3,1,4,7,1,9,13,6,6,13,2,1,29,5,1,7,4,4,11,10,29,14,4,27,23,3,8,4,11,11,4,8,2,25,6,0,0,25,138,1
Indian,loc,14,9,9,5,6,14,15,8,0,1,1,2,4,0,2,6,1,2,2,5,7,2,5,5,7,5,11,22,0,5,6,7,6,2,7,4,9,11,7,0,2,1,5,6,6,5,8,5,5,3,7,7,17,2,2,5,3,4,2,4,6,2,6,10,8,5,5,2,6,5,2,1,3,10,0,0,1,12,18,0
Indonesia,loc,0,1,1,0,20,1,1,3,1,2,0,4,0,1,0,0,1,10,17,1,1,1,0,0,2,4,0,1,2,3,2,2,3,0,0,2,0,0,4,2,0,1,0,2,0,0,0,0,1,0,5,0,0,0,1,0,0,4,0,0,0,0,5,1,6,0,0,0,0,3,1,0,0,2,0,0,0,4,0,0
Ingenuity,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,6,12,55,0,7,0,0,1,0,0,5,0,0,11,0,8,3,3,0,0,1,0,11,0,0,0,0,0,0,0,0
Inmarsat,com,0,10,16,2,36,27,30,51,14,6,10,4,3,17,16,18,37,21,22,31,31,9,18,12,8,4,27,8,31,3,45,6,10,7,12,16,2,6,7,3,3,7,12,2,3,0,17,1,2,12,23,16,10,21,9,9,14,8,18,19,6,14,1,10,30,12,14,2,11,39,5,1,4,33,7,33,18,10,0,0
Intelsat,com,7,54,25,25,31,33,47,11,24,58,41,27,33,23,18,5,22,40,19,9,20,40,4,22,15,11,13,33,8,3,28,14,55,17,51,3,7,109,22,13,88,53,26,32,44,20,8,2,12,13,29,11,24,16,9,17,10,17,24,16,25,4,18,3,13,8,1,34,18,40,15,7,2,0,23,27,9,29,16,0
International Astronautical Congress,term,0,1,2,0,0,0,2,1,4,5,0,1,1,2,1,0,1,0,0,1,2,15,1,1,0,0,0,1,0,1,2,0,0,28,6,3,3,0,2,0,0,1,1,0,1,4,2,1,0,1,0,1,1,0,0,0,0,3,2,2,1,0,0,1,1,0,1,1,6,5,1,3,1,0,0,0,0,0,0,0
International Space Station,loc,15,18,18,24,24,14,16,22,11,30,12,17,27,24,11,27,19,16,18,19,19,39,22,26,12,11,15,30,18,12,19,25,10,35,25,23,23,14,35,11,26,24,18,24,16,24,26,24,9,24,23,34,20,14,10,26,13,28,32,22,18,25,24,34,25,17,28,22,13,21,23,15,17,26,22,13,11,10,33,2
Internet of Things,term,2,7,3,3,1,2,3,4,7,1,1,2,7,2,5,1,3,1,5,12,4,9,5,5,1,5,3,5,0,7,4,7,9,4,4,10,1,5,6,0,2,2,0,0,3,1,1,1,0,0,2,3,0,5,1,0,3,0,0,0,2,1,1,1,1,0,1,2,0,1,0,1,3,6,1,3,2,0,1,0
Intuitive Machines,com,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,1,9,3,0,0,0,0,4,0,2,1,2,11,5,1,1,0,0,6,0,0,0,2,1,3,3,1,5,1,1,8,1,2,3,8,4,1,10,0,0,3,1,16,0,3,4,5,16,5,4,3,2,23,9,5,8,0,4,0
IoT,term,0,1,0,1,2,3,0,0,8,0,0,9,7,0,6,0,0,0,3,5,3,3,1,12,0,6,2,3,2,5,4,6,10,16,2,2,0,2,1,4,0,0,0,2,3,0,0,0,0,3,6,12,3,9,3,6,22,7,4,4,0,14,2,4,6,0,3,3,1,11,12,2,1,10,2,7,2,0,3,0
Iran,loc,0,2,0,0,0,4,2,2,1,3,0,1,0,0,0,4,0,0,1,0,1,0,0,1,2,1,0,1,0,0,4,0,31,2,8,0,3,2,3,8,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,6,1,1,1,1,0,8,1,10,2,0,1,2,0,0,12,0
Iridium,com,31,20,5,1,28,29,15,2,17,19,16,20,10,21,19,33,50,4,5,19,15,24,28,8,35,14,4,33,5,0,4,6,33,3,10,11,7,0,3,5,28,7,2,5,0,0,6,3,0,0,12,11,1,4,0,4,10,0,4,3,4,1,0,12,7,7,10,7,16,12,2,0,23,10,4,8,6,3,2,0
Iridium Next,satellite,8,8,5,0,22,13,12,6,5,7,9,7,6,8,10,12,18,1,5,6,4,10,12,6,26,7,1,3,1,0,0,0,6,1,3,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Isar Aerospace,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,2,2,2,2,3,0,0,2,16,7,0,2,0,10,0,1,1,5,0,0,0,1,8,1,0,0,0,9,0,3,1,3,1,1,0,4,1
Israel,loc,2,1,0,2,2,1,3,0,1,0,0,1,11,1,7,2,0,0,12,1,11,4,3,1,2,7,1,9,1,0,1,2,14,7,1,1,4,2,1,1,1,1,11,0,1,1,1,1,1,0,4,0,1,0,2,2,0,0,2,2,11,0,0,1,1,1,0,0,0,0,0,1,2,2,8,0,0,1,0,0
Israeli,loc,1,1,1,4,0,1,3,4,2,5,1,6,2,1,10,5,5,0,9,1,11,2,1,3,1,8,3,9,2,1,4,3,2,1,2,3,7,6,0,0,1,0,3,1,0,0,0,0,2,2,2,0,2,3,2,0,0,2,3,3,7,0,1,3,2,0,0,2,6,0,0,4,1,2,2,1,1,0,9,0
Italian,loc,1,0,1,4,3,2,2,8,2,1,0,3,1,1,0,0,0,1,10,3,0,4,8,2,1,3,4,3,1,0,8,0,3,6,11,6,1,2,6,1,8,0,1,0,6,3,2,2,0,1,4,1,3,6,2,2,1,3,2,1,7,0,1,3,3,12,2,3,6,2,2,0,2,1,14,25,3,15,4,0
Italy,loc,0,7,0,0,3,1,0,0,4,2,3,6,0,2,3,2,8,0,8,3,0,3,16,2,4,2,2,5,5,1,11,3,0,6,13,3,1,0,4,1,5,0,7,3,6,6,4,5,2,0,3,3,4,3,4,4,2,2,1,1,4,4,4,4,2,7,3,3,6,2,5,2,2,1,2,33,5,7,9,0
JAXA,org,2,2,1,6,1,8,2,3,5,4,0,1,0,0,2,2,0,0,8,1,1,9,0,3,0,0,2,2,2,2,0,1,10,1,2,5,17,5,3,1,1,1,5,6,9,11,23,8,12,4,6,10,4,2,10,8,4,2,17,1,21,4,0,3,0,1,3,2,3,7,5,1,4,16,12,7,0,1,2,0
JPL,org,1,4,6,2,6,2,1,2,4,1,0,0,0,1,2,4,1,1,0,1,6,0,5,2,26,10,2,2,9,5,1,0,2,12,4,7,4,3,4,6,2,0,7,5,0,0,2,0,0,11,5,10,0,1,0,15,2,0,2,5,16,0,1,0,5,5,0,4,1,18,14,3,2,2,19,0,3,8,0,0
JPSS,satellite,6,0,14,5,10,0,10,0,1,0,9,0,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,1,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,11,0,0,2,0,2,5,0,0,0
JWST,satellite,8,0,0,7,2,1,0,16,7,5,0,5,10,9,16,3,27,13,18,6,4,0,18,0,18,4,8,6,0,3,0,7,2,2,0,0,13,1,0,5,2,13,6,0,0,4,0,0,1,0,4,0,14,9,12,0,8,5,8,22,21,4,4,0,3,5,30,0,4,0,7,5,12,10,0,2,0,0,0,0
James Webb Space Telescope,satellite,3,2,1,5,4,2,3,4,1,2,0,1,10,9,7,6,12,7,4,1,2,1,3,1,7,4,12,4,0,1,0,2,2,1,2,0,4,1,5,2,2,4,3,0,1,1,1,1,1,0,2,2,4,3,3,1,4,3,6,8,11,2,2,1,3,3,13,1,5,0,2,1,4,4,0,2,1,0,5,0
Japan,loc,11,11,1,5,16,11,8,9,10,3,4,7,5,4,13,11,20,2,17,5,4,9,2,8,5,2,2,5,9,9,2,7,8,14,10,0,6,2,11,13,3,2,13,4,9,16,10,12,16,0,24,9,14,23,29,5,8,17,22,14,14,8,5,8,15,1,4,4,10,12,9,3,15,12,16,7,7,3,4,0
